cleaned_messages,MessageType
Anupi vidu,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Omg,Non-Flirt
So many props,Non-Flirt
Beautiful de,Flirt
Ivanga contact details kudu de,Non-Flirt
album podu de,Non-Flirt
Photos uh vechikama,Non-Flirt
Podalam podalam,Non-Flirt
Ellamae drive la iruku,Non-Flirt
You deleted this message,Non-Flirt
Na annike sonnen la... reasonable ah vanguranga...,Non-Flirt
Seriously worth,Non-Flirt
But 20 days munnadi eduthadha 5 theme,Non-Flirt
After that only 3 or less than that nu anniku sonnaru...,Non-Flirt
But ne details ketuko,Non-Flirt
Big memories ...,Non-Flirt
OK ok,Flirt
Happy Birthday to the Big Bro Champ May god bless him with all health and happiness,Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
,Non-Flirt
Auto la poriya?,Non-Flirt
Ippo illa,Non-Flirt
Jakarthiya po...,Non-Flirt
2 kutties vera,Non-Flirt
Hum..,Non-Flirt
Hi pooooor,Non-Flirt
Inna panra,Non-Flirt
Yashu epdi iruka,Non-Flirt
Fine de,Non-Flirt
Ipo dan xray eduthutu varen,Non-Flirt
2 weeks uh headache...,Non-Flirt
2 days back dan went to hospital,Non-Flirt
Sinus check pana xray ketanga,Non-Flirt
Iniku dan eduthom,Non-Flirt
Nee ena panra,Non-Flirt
Ena spl utsav schools uh,Non-Flirt
Yes.. iniyoda last day,Non-Flirt
Already unaku iruka sinus,Non-Flirt
Ila de,Non-Flirt
Ipayum Iruka nu therila,Non-Flirt
Symptoms elam apdi iruku,Non-Flirt
,Non-Flirt
Amma veetuku poidu,Non-Flirt
Hey na.. madipakkam ladha iruken... avana Inga car la school ku anapchen ivlo naal..,Non-Flirt
Solave ila,Non-Flirt
Naa ketapo mamiyar kuda dan Iruka porenu sona,Non-Flirt
Nallathu,Non-Flirt
Enaku dha aduthu aduthu plan Magritte iruken... ...,Non-Flirt
Avardha ... kaasu paakadha ne madipakam la poi iru car driver vechikalam nu sonnaru.. adhukapram dha Inga vandhen,Non-Flirt
Nallathu dan,Non-Flirt
Unaku epdi Anga elame seiya mudiyum,Non-Flirt
U just delivered a baby,Non-Flirt
Anna sonathu dan ser8,Non-Flirt
,Non-Flirt
Pooor der,Non-Flirt
Pooooor...,Non-Flirt
Poooor,Non-Flirt
Yu der,Non-Flirt
Neya vaayae veetuku...,Non-Flirt
Summadhana iruka,Non-Flirt
Along with pump🤪,Non-Flirt
Inga free ah irundhq mqdhiriyum irukum la,Flirt
Enga veetlq ennala free ah ve iruka mudila,Flirt
Ingaiyachu va,Non-Flirt
I'm leaving town de,Non-Flirt
Wednesday,Non-Flirt
Packing elam pananum,Non-Flirt
Time eh ila,Non-Flirt
Oh... seri seri ok,Non-Flirt
Ooruku poitu vandhutu vaaa,Non-Flirt
Nalaiku dunnzo la anapuriya... Inga konjam avan milk kudikaama enqku pain adhigama iruku..,Non-Flirt
sure,Non-Flirt
Poorna,Non-Flirt
Poorna ?,Non-Flirt
Poorna..,Non-Flirt
Send yur address... shall I book dunnzo... ne kuduthu mattum vidu,Non-Flirt
It's very hard tym for me re... understand re,Non-Flirt
Hi de,Non-Flirt
Ipo dan vanthen veetuku,Non-Flirt
Send ur address,Non-Flirt
Not location,Non-Flirt
Oh..,Non-Flirt
Will send,Non-Flirt
,Non-Flirt
First unaku send panitu matha work panren,Non-Flirt
Kumbabishekam nu Anga poi parthutu vara late ayiduchu,Non-Flirt
Car la phone irunthuchu so missed to see ur call,Non-Flirt
No 4/154,Non-Flirt
<Media omitted>,Non-Flirt
Nee solave venam... I understand.. sorry for the delay...,Non-Flirt
Otp varum.. to you...nee solitu vangiko..,Non-Flirt
Humm..,Non-Flirt
Romba mudila... adhanala dha unna many times I asked  yu poor,Non-Flirt
Avar kooda irunfhrundha.. odanae vaangi kuduthrupaaru...,Non-Flirt
Konjam costly nala...I don't want ask my dad n mom,Non-Flirt
Paid ah,Non-Flirt
OK..,Non-Flirt
I'm gladthat u can use it at the right time,Non-Flirt
Naa vangi use eh oanal,Non-Flirt
Yu take rest re,Non-Flirt
U don't have to say itm. I ve given the product...,Non-Flirt
Antha Anna saptu poi delivery kuduthudrenu sonaru,Non-Flirt
OK...,Non-Flirt
Share OTP 3210 with the delivery partner to receive the Dunzo package sent by me!,Non-Flirt
Received re..,Non-Flirt
,Non-Flirt
Tqqqqqqqq,Non-Flirt
Pls sterile it before using,Non-Flirt
Naa pana time ila,Non-Flirt
Sure sure,Flirt
Its been long using it,Non-Flirt
Hummm,Non-Flirt
,Non-Flirt
Pooooor... epdi iruka,Non-Flirt
Yash nalla irukala,Non-Flirt
Vandhu oru vazhiya settle aaningala,Non-Flirt
Avalukena nalla vela vangura,Non-Flirt
Yes...,Non-Flirt
Settle aagarthuku kulaye office started,Non-Flirt
Time eh ila,Non-Flirt
Ore vela,Non-Flirt
Oooo,Non-Flirt
Hw r u,Non-Flirt
Gud re...,Non-Flirt
W r u,Non-Flirt
Ma home,Non-Flirt
Nee vaa de oru naal to ma home,Non-Flirt
Stay panra mathiri,Non-Flirt
We have 3 huge bedrooms... One dan we are using.. 2 are empty dan,Non-Flirt
New home poitiya,Non-Flirt
We are in same house de,Non-Flirt
Mamiyar dan vera veedu parthutu poitanaga,Non-Flirt
Ma parents are so upset with her..,Non-Flirt
Guruvayur ponapo 12.30 ku paapa ku slot...,Non-Flirt
12 o clock kolanthaiya thookitu poitanga...,Non-Flirt
12.50 ku dan vanthanga,Non-Flirt
Thookittu enga ponanga,Non-Flirt
So Naa sema tension aagi thititen...,Non-Flirt
Koil ku,Non-Flirt
Anga no phone vera,Non-Flirt
Can't find her too,Non-Flirt
So apola irunthu mamiyar enkuda pesarthila,Non-Flirt
Her daughter called me and shouted.. epdi enga amma va thituva ini nee enga amma kuda pesave kudathunu solitu ena block panitanga whole family in WhatsApp and fb...,Non-Flirt
Naa ipo dan konjam nimathiya iruken,Non-Flirt
Posting whatever I wanted to now,Non-Flirt
Enau,Non-Flirt
Avanga torture de..enakum avanga kita pesa interest ila...,Non-Flirt
Ipo athelam ila la,Non-Flirt
Hum... mamiyar mamanar thanikuduthanam porardhu un family la mattumdha nadakkum,Non-Flirt
Unaku wfh started ah,Non-Flirt
En mamiyar ku avlo ego,Non-Flirt
Avangaluku oomai maatuponnu dan seri patu varum,Non-Flirt
Yes de,Non-Flirt
,Non-Flirt
Sema velai,Non-Flirt
All time in work,Non-Flirt
Mudila,Non-Flirt
Baby parthukarthu dan kashtama iruku,Non-Flirt
Planning to move near ma mom's,Non-Flirt
Atleast she will tc of Baby la,Non-Flirt
Mmm... correct dha,Non-Flirt
Appo .. ne kalambhirkalamla,Non-Flirt
Avanga Vella poitangalae,Non-Flirt
Naa dan porenu sonen.. enaku mamiyar nd mananar 2 weeks advice pananga...,Non-Flirt
Seri pola nu soliten,Non-Flirt
Ipo avanga poitanga,Non-Flirt
Ponathu matum ilama whole kudumbathuke solitanga,Non-Flirt
Now no one are talking wit me,Non-Flirt
Sutham... bayangramana aalu dha,Non-Flirt
Naa ena seiyanumne theeila,Non-Flirt
Last week she invited all our relatives,Non-Flirt
Ivanum went wit ma daughter,Non-Flirt
I was very upset,Non-Flirt
Evlo sandai podrathu,Non-Flirt
I'm tiredalready with household works,Non-Flirt
Epdiyo ponga nu viten,Non-Flirt
Ini paapa va tharamatenu soliten cos she got terrified there and cried out a lot paavam on meeting all new faces...,Non-Flirt
Ma mamiyar ruling now...,Non-Flirt
Avanga irukura varai ena yarkudayum otta vida matanga,Non-Flirt
Seri kondhalikadha... cool ah iru...,Non-Flirt
Ippodhiku... nadandhadhu nanachi kovapadama...,Non-Flirt
Family ah happy ah run pannu,Flirt
Athelam yosika kuda time ilade,Non-Flirt
Solrane,Non-Flirt
I'm tried,Non-Flirt
All time worki g,Non-Flirt
5 hrs kuda not sleeping in a day,Non-Flirt
Ippodha office work start aayirku,Non-Flirt
Konja days aagum ellamae tackle panna,Non-Flirt
,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
Congratulations,Flirt
<Media omitted>,Non-Flirt
So talented utsav kutty.. keep it up,Flirt
,Non-Flirt
I've the same top,Non-Flirt
,Non-Flirt
Ena spl de,Non-Flirt
Anna bday?,Non-Flirt
No... re.. romba aekkamaiduchu,Non-Flirt
Inba ku passport apply panitya?,Non-Flirt
Visa ku submit pannikom,Non-Flirt
kidaikum,Non-Flirt
Kqdache aaganum,Non-Flirt
Visa unakum utsav kum Iruka?,Non-Flirt
Yes re,Non-Flirt
Apram ena u wil get it very soon,Non-Flirt
Poor...,Non-Flirt
You deleted this message,Non-Flirt
<Media omitted>,Non-Flirt
You deleted this message,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Inum pesala,Non-Flirt
Time ilanu,Non-Flirt
Nalaiku dan pesuvena,Non-Flirt
,Non-Flirt
Ok re..,Non-Flirt
But tell him ... some other reasons like.. lost or broken or the truth...edhachu onnu sollu...,Non-Flirt
Adhellam avanga accept pannidha aaganum,Non-Flirt
Andha amount return pqnnidrom nu sollu... poorna..,Non-Flirt
Der,Non-Flirt
In office de..,Non-Flirt
Naa veetuku vantu pesuren,Non-Flirt
Don't worry,Non-Flirt
*Happy happy happy motherhood birthday*,Flirt
That's a spl wish really,Non-Flirt
Thanks a lot,Non-Flirt
,Non-Flirt
Bc lady,Non-Flirt
Cant atn my call,Non-Flirt
Reply thru gpay,Non-Flirt
Hi de,Non-Flirt
Operation mudichiten oru vazhiya,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Veetuku vantiya,Non-Flirt
Nalla irukiya,Non-Flirt
Inga irundha tension suthama unna kita pesa marandhuten,Non-Flirt
En mamiyar ku odambhu seri illa,Non-Flirt
Body full ah rashes n allegy,Non-Flirt
2 days ah avangala kootitu hospital ah alanjitruken... kozhaingalaiyum kooda kootikitu...,Non-Flirt
Suthama mudila,Non-Flirt
Ne ippo epdi iruka,Non-Flirt
Romba kashtam,Non-Flirt
Achicho..ethachum sea food saptangala,Non-Flirt
Enga iruka,Non-Flirt
Enaku bye solama America poitiya,Non-Flirt
Hey..,Non-Flirt
Aug 19 dha sonnenla unkitta... budhu,Non-Flirt
Na hotel ku ponen...,Non-Flirt
<Media omitted>,Non-Flirt
Het,Non-Flirt
Epdi iruka,Non-Flirt
Pain paravalaiya pooooor,Non-Flirt
Enaku iva udhaikarthu dan valiye.. ilqti perusa no pain...,Non-Flirt
<Media omitted>,Non-Flirt
Idhula edhu cyst,Non-Flirt
Full ahva,Non-Flirt
Full uh ve cyst dan,Non-Flirt
Itha dan Remove pananga,Non-Flirt
Aiyoooooo,Non-Flirt
Thank god,Flirt
Kandipudichi remove panniyachu,Non-Flirt
Yash ah 10 days konjam distance ah vechiko,Non-Flirt
Yes.. Nithya doctor dan found it during c sec....,Non-Flirt
Aniyayathuku yarkitayum po matra... Ena parthale enkita kuthikura varathuku...,Non-Flirt
How's ur mamiyar,Non-Flirt
Hey Kiki baby epdi iruka?,Non-Flirt
Both gud,Non-Flirt
Enaku dha unna pakkanum pola iruku,Non-Flirt
Indha rendu kitti ah vechikittu ennala nagaravae mudila,Non-Flirt
Semma tight work,Non-Flirt
Maathi mathi...,Non-Flirt
It's okay,Non-Flirt
Porathukula will meet one day,Non-Flirt
Apram I'll come to drop u off,Non-Flirt
Am so worried that u gonna travel alone with kids,Non-Flirt
Samalichiduviya?,Non-Flirt
He gave me a surprise yesterday re,Non-Flirt
Is he cmg to chennai to pick u up?,Non-Flirt
Utsav mattum na... nanga jolly epdiyachu poiduvom,Flirt
Yes... Avan samathu kutty,Non-Flirt
7 month old baby... romba kashtam nu n risky for first tym,Non-Flirt
Yes,Non-Flirt
super.. vantha dan samalika mudiyum..,Non-Flirt
Naane unkita solalaam nu Dan nenchan,Non-Flirt
Mmmm...,Non-Flirt
Ithuku y sad de,Non-Flirt
Lusu,Non-Flirt
Anna varathu dan seri,Non-Flirt
Nanga yosichu patho.mm bayama irundhuchu... inba va nanachu,Non-Flirt
Mmmm,Non-Flirt
He booked ticket along with us,Non-Flirt
,Non-Flirt
,Non-Flirt
Thooongu de...,Non-Flirt
Good night ..,Non-Flirt
Feeding,Non-Flirt
Aprama call panren,Non-Flirt
Gud nit re,Non-Flirt
,Non-Flirt
Adeyei,Non-Flirt
Making him sleep,Non-Flirt
Nanum ipo dan thoonga vechen,Non-Flirt
Seri nalaiku pesuren,Non-Flirt
Good night re,Non-Flirt
Ena de aachu,Non-Flirt
Hi de,Non-Flirt
Ena panra,Non-Flirt
Kovil ah iruken,Non-Flirt
Kula deivam temple uh,Non-Flirt
Oh vanthacha... Super,Flirt
Few hours back re,Non-Flirt
Super super,Flirt
Happy happy happy birthday de,Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Annaprashan,Non-Flirt
,Non-Flirt
Una mathiri maritu vara mathiri iruku inba,Non-Flirt
,Non-Flirt
10 -11 pm will be Der in airport pooooor,Non-Flirt
Tomorrow,Non-Flirt
<Media omitted>,Non-Flirt
Tonsure done today re,Non-Flirt
Super,Flirt
Vanthudren,Non-Flirt
Good elame panita,Non-Flirt
Kaathu?,Non-Flirt
Yar madila vechi kuthina,Non-Flirt
Anna vanthara,Non-Flirt
3 years la dha,Non-Flirt
Oh k k,Non-Flirt
Olny mottai,Non-Flirt
Ok ok,Flirt
Have you reached?,Non-Flirt
Now only wifi got connected re ..,Non-Flirt
Call me if yur free,Flirt
Mamiyar US vanthutangala?,Non-Flirt
Old pic re,Non-Flirt
Utsav joining school today,Non-Flirt
Athanala thoongama irukiya nee,Non-Flirt
Thoongu de,Non-Flirt
Entha school,Non-Flirt
Inba va ippodha thoonga vechen,Non-Flirt
PS 6,Non-Flirt
,Non-Flirt
JOTHAM W. WALKMN PS,Non-Flirt
Pooor,Non-Flirt
One help re,Non-Flirt
Poorna,Non-Flirt
Der,Non-Flirt
Emergency  re,Non-Flirt
Saravanan S,Non-Flirt
Dont worry,Non-Flirt
I'll take care,Non-Flirt
I'll call you later,Non-Flirt
OK ra,Non-Flirt
Utsav bday?,Non-Flirt
Poooooor,Non-Flirt
Inna panra,Non-Flirt
How yashu,Non-Flirt
Hi de,Non-Flirt
Ipo dan elunthen,Non-Flirt
Avanga elam sleeping,Non-Flirt
Making breakfast,Non-Flirt
Nee ena panra thoongama,Non-Flirt
Thoongu de.. day time la tired aayiduva apran,Non-Flirt
Wat bf,Non-Flirt
Idly and onion tomato chutney,Non-Flirt
Yashu ku slurp farm la irunthu bought few things,Non-Flirt
Gonna try it today,Non-Flirt
,Non-Flirt
Nee ena panra,Non-Flirt
Tomorrow,Non-Flirt
Going to temple re,Non-Flirt
Inga 8° from morning ... ippodha konjam paravala...,Non-Flirt
Adhum inba va vechikittu,Non-Flirt
Engala pathu he's is laughing re,Non-Flirt
Idhuke ipdiyanu,Non-Flirt
Innikudha first day ipdi,Non-Flirt
Ivlo days ipdi illa,Non-Flirt
Romba kulirutha?,Non-Flirt
Inga Sema veyil,Non-Flirt
AC ilama Iruka mudila,Non-Flirt
Hi re,Non-Flirt
Inna aal address eh kaanum,Non-Flirt
Hi de,Non-Flirt
Sema busy,Non-Flirt
Rounding la ye iruken,Non-Flirt
Hi de,Non-Flirt
Call me when u r free,Flirt
Im in NY re,Non-Flirt
Oh apdiye,Non-Flirt
Enaku theriyathu paaru,Non-Flirt
Ipo free uh,Flirt
Missed voice call,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
To invite you virtually for yashu bday dan de,Non-Flirt
Adiyei,Non-Flirt
Thoongalay,Non-Flirt
Ippo 10.30 dhana aagudhu,Non-Flirt
Inba idhukulla thoonga maatan,Non-Flirt
Rendu perukum agai fever cold,Non-Flirt
Athaana.. yashu vum thoonga 12 aaguthu wakibg up at 9 or 10,Non-Flirt
yen de,Non-Flirt
Adhedha ivanaum,Non-Flirt
Weather swt aagalaya,Non-Flirt
*set,Non-Flirt
Utsav school lendhu vangitu vandhuran,Non-Flirt
,Non-Flirt
Avanuku school pudichiruka?,Non-Flirt
Jan .. date,Non-Flirt
Mmm... adhellam avan set aagiduvan,Non-Flirt
Date inum confirm aagala,Non-Flirt
Sooooooooper,Non-Flirt
Will let you know,Non-Flirt
Hummm.... us ku varalam la,Non-Flirt
Naa 1 monthla polam nu thinking,Non-Flirt
Hum.... en Inna avli hurry burry,Non-Flirt
1 day visa la varalam but nework kashtam,Non-Flirt
Hummmmm...,Non-Flirt
Wait re,Non-Flirt
Namiyar calling,Non-Flirt
Ok,Non-Flirt
Hummm ... correct dha,Non-Flirt
Plan accordingly,Non-Flirt
But thaniya ponum,Non-Flirt
Athan konjam bayama iruku,Non-Flirt
1 kid n Adhellam... easy dha,Non-Flirt
Manageable re,Non-Flirt
Bayapadama,Non-Flirt
Ithanala dan inum book panala ethun... Post yashu bday dan plan pannanun,Non-Flirt
Dairiyama varalam,Non-Flirt
Parkalam,Non-Flirt
Idhuve inba or Utsav mattum na avar vara vendam nu sollirpen,Non-Flirt
Ivan enkudave vaa nu forcing me,Non-Flirt
Parpom,Non-Flirt
Hummm....,Non-Flirt
But safemukiyam,Non-Flirt
Safety,Non-Flirt
Wait,Non-Flirt
Pesitu vaa,Non-Flirt
,Non-Flirt
Yash pics anapu,Non-Flirt
Phone la edukave ila,Non-Flirt
I'll send video of ear piercing,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Achooooo.... bayangrama valichirkum... ivlo kutty layae kaadhu kitaikkum ipdi azhavenchitingalae....,Non-Flirt
Costume la semmmma,Non-Flirt
Pain paravalaiya avaluku,Non-Flirt
Ava azhuthute slept for an hour,Non-Flirt
Apram elupi dan cake cut panom,Non-Flirt
Mmmmm....,Non-Flirt
Nalaiku call panren,Non-Flirt
Gud nit re,Non-Flirt
Panu pesalam,Non-Flirt
Good night,Non-Flirt
Happy happy 1 sy birthday *YASHU KUTTY*,Flirt
,Non-Flirt
Goa poirkiya,Non-Flirt
Adipaavi... didnt tell a word,Non-Flirt
Hey,Non-Flirt
Poitu vandhacha,Non-Flirt
Ippo angaiyae settled ah,Non-Flirt
Iniku dan vanthen de,Non-Flirt
5 days trip,Non-Flirt
Yashu b'day Anga poi celebrate Panlam nu..,Flirt
Missed video call,Non-Flirt
Unkita sola marenthuten,Non-Flirt
Booked tickets 2 months before itself...,Non-Flirt
Adha theridhe,Non-Flirt
Nee epdi iruka,Non-Flirt
How's kids,Non-Flirt
Fever elam over uh,Non-Flirt
Ippodhiku ... ok dha,Non-Flirt
How are you,Non-Flirt
Happy uh irukiya,Flirt
enakinna korachal...,Non-Flirt
En ipdi kekura pooooor,Non-Flirt
Thaniya irukala without parents,Non-Flirt
Enaku pogave manasu ila to canada,Non-Flirt
Angendhu kalambhum podhu apdi romba therila... because na avar illama andha 6 months thaniya kashtapattadhu paathu paathu... ellarkum na ooruk pona podhum manasa thethikittom..,Non-Flirt
Inga vandhadhum... romba kashtam dha iruku... but velila kaatna... azhudhu en face maridum.. adha pathu anga ellarum kashta paduvanga... adhukaga ve ellathaiyum marachikurom poorna,Non-Flirt
Very tuff tym dha Inga... but still we have to la,Non-Flirt
Namakum parents kum irukura ... ore aarudhal...,Non-Flirt
Naa vaai vite soliten,Non-Flirt
Pune poite Naa romba home sick aayiten,Non-Flirt
Ipo jayaram Naa irukenu aaruthal sonalum,Non-Flirt
Hummmm theriyum.. appo ne songle ah pona,Non-Flirt
Ippo jayram yashu kooda porardhu its different,Non-Flirt
Naa job quite paniten priya,Non-Flirt
Ful time house wife dan ini,Non-Flirt
Till I get work visa,Non-Flirt
Ne goa pogumbodhe nanachen,Non-Flirt
Hum...,Non-Flirt
But ini office elam povenanu therila,Non-Flirt
Next year planning another baby,Non-Flirt
Apram athuku 1 yr nu,Non-Flirt
I'll take a break,Non-Flirt
5yrs ku apram dan i should consider gng to office again,Non-Flirt
Inga vandhu 3 to 5 years palla kadichi ootu ... andha gap la 2 nd baby plan la mudichiru.... then inga work life start pannu...,Non-Flirt
Babies are gng to my only happiness Anga vantha,Flirt
Hum....,Non-Flirt
Ithuku keten... Nee epdi manage panra Anga.. happy uh irukiya nu,Flirt
Rendumae kashtam dha... but ivar irukradhu nala im ok... nanga kooda irukradhunala he's happy,Flirt
Enakum Anga ponum nu iruku.. to earn well.. suthama savings ila.. proper uh vaazhrathuku oru veedu ila.. athelam Anga pona dan mudiyum...,Non-Flirt
2 kids la... nanachi kooda paakala... ivlo tyf ah irukumnu... neeyachu thaniya chennaila family ah lead pannirka... but na adhukooda kadaiyadhu...,Non-Flirt
Thirunbana help panna 3 members irupanga... avlo sogussa raani madhiri irundhutu... ipdi vandha irukomae nu appo appo thonum... apram ivanga moonu perum face pathuta... automatic ah... mariduven,Non-Flirt
Utsav nalla valanthutan.. inba va parthukuta matum pothum nee... Let utsav grow himself... He will be fine..,Non-Flirt
Fever vanthuchula 2 times athan ipdi yosikura,Non-Flirt
Na mulichitrundha... 70 % na vid call ah mattumdha irupen... onnu mum daddy or mamiyar,Non-Flirt
Don't worry.. winter mudinja elam over dan,Non-Flirt
Aama,Non-Flirt
Enjoy your first Christmas and New year in snow,Non-Flirt
When is ur mamiyar cmg?,Non-Flirt
Hum.... march varaikum epdiyachu seekrama poidanum....,Non-Flirt
April i think,Non-Flirt
Dec la varanga nu sona,Non-Flirt
Semma peak Winter tym la... vendam nu nanacho,Non-Flirt
Adham april will be good ... appodha avangala velila nariya kootitu poga mudiyum,Non-Flirt
Vantu avanga return ayiduvangala,Non-Flirt
Ne new jersey la vandha .. namma mathi mathi nammala pathukalam,Non-Flirt
Athan avanga pasanga 2 perum Anga dana irukanga... Angaye ivangalum settle aagalamla,Non-Flirt
Ne canada pora,Non-Flirt
Naa US la dan settle aaven.. 2-3yrs la move aayiduvom,Non-Flirt
Canada back up ground mathiri,Non-Flirt
Aagalam....but machanar family oda touch illama pochu almost 5 years...,Non-Flirt
So avanga engaloda mattumdga irupanga...,Non-Flirt
Avanroda family yum april kootitu vararu inga,Non-Flirt
Hum....,Non-Flirt
Atha sari panu..,Non-Flirt
But Inga innoru plan poitruku...,Non-Flirt
Neenga Anga atleast 10yrs irupingala?,Non-Flirt
Aama...,Non-Flirt
Pakalam...,Non-Flirt
Enathu,Non-Flirt
Naangalum vantha 10-15 yrs ku Anga dan.. Canada citizenship vangi vechitu dan adutha move,Non-Flirt
En mamiyar,Non-Flirt
0% she will only be with us,Non-Flirt
Canada plan uh.. ithu ena new plan uh iruke,Non-Flirt
She wont stay with then re,Non-Flirt
Them,Non-Flirt
I know very well,Non-Flirt
Athu thappu Priya.. avaroda babies kum paati venum la...,Non-Flirt
Parents sandai la babies ena pananga,Non-Flirt
Enakum en mamiyar pudikathu dan,Non-Flirt
Haha... lusu... avangalae vendamnu nanaikumbodhu ... ivanga epdi anga povanga...,Non-Flirt
But yashu ku paati thaatha love venum nu dan adjust panipen.. apdi dan convinced al.. yashu kaga vanga irunha nu,Flirt
Idhellam big story...,Non-Flirt
Antha thought dan maathanum...,Non-Flirt
Purithu..,Non-Flirt
Nee try panama irunthuruka maata,Non-Flirt
Still anga poi amma veeta vitu vantha dan machinar pondati ku athai oda help puriyum,Non-Flirt
Humm.... ithanikum ... avala kozhandhailendhu thooki valathavanga en mamiyar,Non-Flirt
Avangaluku veruppu vara alavuku she did,Non-Flirt
Na Inna panradhu,Non-Flirt
She herself will call yr mamiyar till she gets visa to her parents,Non-Flirt
